Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk
38.0,male,2,own,unknown,moderate,754.0,12,education,good
34.0,male,2,own,little,unknown,1950.0,18,business,good
63.0,male,2,own,little,little,2924.0,24,car,good
29.0,female,1,rent,little,little,1659.0,24,radio/TV,bad
32.0,male,2,own,unknown,unknown,7238.0,42,radio/TV,good
26.0,female,2,own,little,unknown,2764.0,33,business,good
35.0,male,1,own,little,unknown,4679.0,24,car,good
22.0,male,2,rent,moderate,moderate,3092.0,24,radio/TV,bad
23.0,female,2,own,little,little,448.0,6,education,bad
28.0,male,1,own,little,little,654.0,9,car,bad
36.0,male,3,own,unknown,unknown,1238.0,6,education,good
33.0,male,2,own,little,moderate,1245.0,18,radio/TV,bad
26.0,female,2,rent,little,little,3114.0,18,furniture/equipment,bad
24.0,male,2,own,quite rich,unknown,2569.0,39,car,good
25.0,male,2,own,little,rich,5152.0,24,radio/TV,good
39.0,male,1,own,moderate,moderate,1037.0,12,business,good
44.0,male,2,own,little,little,1478.0,15,furniture/equipment,good
23.0,female,1,own,little,moderate,3573.0,12,radio/TV,good
26.0,male,2,own,little,moderate,1201.0,24,car,good
57.0,female,2,rent,rich,little,3622.0,30,furniture/equipment,good
30.0,female,2,own,rich,unknown,960.0,15,furniture/equipment,good
44.0,male,2,own,quite rich,unknown,1163.0,12,car,good
47.0,male,3,own,little,moderate,1209.0,6,car,bad
52.0,male,2,own,little,unknown,3077.0,12,radio/TV,good
62.0,female,2,free,little,unknown,3757.0,24,car,good
35.0,male,1,rent,moderate,unknown,1418.0,10,car,good
26.0,male,2,rent,little,unknown,3518.0,6,car,good
26.0,male,2,own,little,unknown,1934.0,12,radio/TV,good
42.0,female,3,free,little,moderate,7882.375,27,business,bad
27.0,female,2,own,moderate,unknown,1237.0,6,radio/TV,good
38.0,male,2,own,unknown,moderate,368.0,6,radio/TV,good
39.0,male,1,rent,little,little,2122.0,12,car,good
20.0,male,2,own,unknown,little,2996.0,24,furniture/equipment,bad
29.0,male,3,rent,moderate,moderate,7882.375,36,furniture/equipment,bad
40.0,male,2,own,little,unknown,1585.0,24,furniture/equipment,good
32.0,male,1,own,little,moderate,1301.0,18,radio/TV,good
28.0,male,2,own,moderate,rich,1323.0,6,car,good
27.0,female,2,own,little,little,3123.0,24,car,bad
42.0,male,2,free,little,little,5493.0,36,car,good
49.0,male,2,own,moderate,rich,1126.0,9,radio/TV,good
38.0,male,2,own,moderate,moderate,1216.0,24,radio/TV,bad
24.0,female,2,rent,little,little,1207.0,24,car,bad
27.0,male,1,own,unknown,unknown,1309.0,10,car,bad
36.0,male,2,own,quite rich,rich,2360.0,15,car,good
34.0,male,3,own,moderate,moderate,6850.0,15,car,bad
28.0,male,2,own,little,unknown,1413.0,24,radio/TV,good
45.0,male,3,own,moderate,unknown,7882.375,39,car,good
26.0,male,2,own,little,little,759.0,12,car,bad
32.0,male,3,free,little,unknown,4686.0,36,car,good
26.0,male,2,rent,little,rich,2687.0,15,business,good
20.0,male,2,rent,little,moderate,585.0,12,radio/TV,good
54.0,male,2,own,unknown,unknown,2255.0,24,car,good
37.0,female,2,own,little,little,609.0,6,car,good
40.0,male,1,own,little,little,1361.0,6,car,good
23.0,female,2,rent,little,unknown,7127.0,36,furniture/equipment,bad
43.0,male,2,own,moderate,little,1203.0,6,car,good
36.0,male,2,free,unknown,unknown,700.0,6,radio/TV,good
44.0,male,2,free,little,unknown,5507.0,24,repairs,good
24.0,female,2,own,little,little,3190.0,18,radio/TV,bad
53.0,male,2,free,little,little,7119.0,42,furniture/equipment,bad
23.0,female,2,own,moderate,unknown,3488.0,24,car,good
26.0,female,1,own,little,moderate,1113.0,18,radio/TV,good
30.0,male,2,own,little,moderate,7882.375,26,car,good
31.0,female,2,own,moderate,unknown,1532.0,15,education,good
42.0,male,1,own,little,unknown,1503.0,4,radio/TV,good
31.0,male,2,rent,little,little,2302.0,36,radio/TV,bad
41.0,male,1,own,little,little,662.0,6,car,good
32.0,male,2,own,little,moderate,2273.0,36,education,good
28.0,female,2,rent,moderate,moderate,2631.0,15,car,bad
41.0,male,2,rent,little,unknown,1503.0,12,car,good
26.0,male,2,own,moderate,unknown,1311.0,24,radio/TV,good
25.0,male,2,own,unknown,unknown,3105.0,24,radio/TV,good
33.0,male,2,rent,little,rich,2319.0,21,education,bad
64.5,female,3,own,unknown,little,1374.0,6,car,good
37.0,female,2,own,little,moderate,3612.0,18,furniture/equipment,good
42.0,male,3,free,little,little,7763.0,42,car,bad
45.0,female,1,own,little,rich,3049.0,18,furniture/equipment,good
23.0,male,2,rent,little,moderate,1534.0,12,radio/TV,bad
60.0,male,2,free,little,unknown,2032.0,24,car,good
31.0,male,2,own,unknown,little,6350.0,30,furniture/equipment,bad
34.0,male,1,own,little,rich,2864.0,18,furniture/equipment,bad
61.0,male,1,own,little,unknown,1255.0,12,car,good
43.0,male,2,free,little,little,1333.0,24,car,bad
37.0,female,2,own,little,unknown,2022.0,24,car,good
32.0,male,2,own,little,unknown,1552.0,24,radio/TV,good
24.0,female,1,own,little,little,626.0,12,radio/TV,bad
35.0,male,2,free,unknown,unknown,7882.375,42,car,good
23.0,female,2,own,unknown,unknown,996.0,12,repairs,good
45.0,male,1,own,quite rich,unknown,1750.0,6,radio/TV,good
34.0,male,2,own,little,little,6999.0,42,radio/TV,bad
27.0,male,2,own,moderate,moderate,1995.0,12,car,good
64.5,female,3,own,little,moderate,1199.0,9,education,good
22.0,male,2,own,little,moderate,1331.0,12,radio/TV,bad
28.0,female,2,own,moderate,moderate,2278.0,18,car,bad
29.0,female,2,own,unknown,unknown,5003.0,21,car,bad
27.0,male,2,own,little,little,3552.0,24,furniture/equipment,bad
31.0,male,1,own,little,moderate,1928.0,18,furniture/equipment,bad
49.0,male,2,free,unknown,little,2964.0,24,car,good
24.0,male,1,rent,little,little,1546.0,24,radio/TV,bad
29.0,female,2,own,little,rich,683.0,6,radio/TV,good
37.0,male,2,free,unknown,moderate,7882.375,36,car,bad
37.0,male,3,own,unknown,moderate,4712.0,24,business,good
23.0,female,2,rent,moderate,moderate,1553.0,24,radio/TV,good
36.0,male,2,own,little,little,1372.0,12,car,bad
34.0,male,2,own,rich,unknown,2578.0,24,radio/TV,good
41.0,male,2,own,unknown,moderate,3979.0,42,radio/TV,good
31.0,female,2,own,little,little,6758.0,42,radio/TV,bad
23.0,female,1,rent,little,little,3234.0,24,furniture/equipment,bad
38.0,male,2,own,little,unknown,5954.0,30,radio/TV,good
26.0,female,3,rent,unknown,unknown,5433.0,24,car,good
22.0,female,1,own,little,little,806.0,15,business,good
27.0,male,1,own,little,moderate,1082.0,9,radio/TV,good
24.0,female,2,own,little,unknown,2788.0,15,furniture/equipment,good
27.0,female,2,own,little,moderate,2930.0,12,radio/TV,good
33.0,female,2,own,unknown,unknown,1927.0,24,education,good
27.0,male,2,own,little,moderate,2820.0,36,car,bad
27.0,male,1,own,little,unknown,937.0,24,education,good
30.0,male,2,own,little,moderate,1056.0,18,car,bad
49.0,male,1,own,little,moderate,3124.0,12,car,good
26.0,female,2,rent,little,unknown,1388.0,9,furniture/equipment,good
33.0,male,1,rent,little,moderate,2384.0,36,repairs,bad
52.0,female,3,free,unknown,unknown,2133.0,12,car,good
20.0,female,2,rent,little,little,2039.0,18,furniture/equipment,bad
36.0,male,2,rent,little,little,2799.0,9,car,good
21.0,male,1,own,little,little,1289.0,12,furniture/equipment,good
47.0,male,1,own,little,little,1217.0,18,domestic appliances,bad
60.0,male,2,own,little,little,2246.0,12,furniture/equipment,bad
58.0,female,1,own,little,little,385.0,12,radio/TV,good
42.0,female,2,rent,unknown,moderate,1965.0,24,car,good
36.0,female,1,own,rich,unknown,1572.0,21,business,good
20.0,female,1,rent,little,moderate,2718.0,24,car,bad
40.0,male,3,own,unknown,little,1358.0,24,vacation/others,bad
32.0,female,1,own,moderate,moderate,931.0,6,car,bad
23.0,female,2,rent,little,little,1442.0,24,car,bad
36.0,male,1,own,little,moderate,4241.0,24,business,bad
31.0,male,2,own,little,unknown,2775.0,18,car,bad
32.0,male,2,free,little,unknown,3863.0,24,business,good
45.0,female,2,own,little,moderate,2329.0,7,radio/TV,good
30.0,female,2,own,little,moderate,918.0,9,furniture/equipment,bad
34.0,female,1,free,little,moderate,1837.0,24,education,bad
28.0,female,3,own,little,unknown,3349.0,36,furniture/equipment,bad
23.0,female,2,own,little,rich,1275.0,10,furniture/equipment,good
22.0,male,2,own,quite rich,little,2828.0,24,furniture/equipment,good
64.5,male,3,own,little,unknown,4526.0,24,business,good
50.0,female,2,free,moderate,moderate,2671.0,36,radio/TV,bad
33.0,male,2,own,little,unknown,2051.0,18,radio/TV,good
45.0,male,2,free,unknown,unknown,1300.0,15,car,good
22.0,female,2,own,moderate,little,741.0,12,domestic appliances,bad
48.0,female,1,free,moderate,rich,1240.0,10,car,bad
29.0,female,2,own,rich,little,3357.0,21,radio/TV,good
22.0,female,2,rent,little,little,3632.0,24,car,good
22.0,female,2,own,little,unknown,1808.0,18,furniture/equipment,bad
48.0,male,3,own,unknown,moderate,7882.375,42,business,good
27.0,male,3,free,unknown,moderate,7882.375,42,radio/TV,good
37.0,male,2,rent,little,little,3676.0,6,car,good
21.0,female,2,rent,moderate,moderate,3441.0,30,furniture/equipment,bad
49.0,male,1,own,little,unknown,640.0,12,car,good
27.0,male,2,own,little,moderate,3652.0,21,business,good
32.0,male,2,own,little,unknown,1530.0,18,car,bad
38.0,male,2,own,unknown,unknown,3914.0,42,business,bad
22.0,female,2,rent,little,little,1858.0,12,furniture/equipment,good
64.5,male,2,free,little,little,2600.0,18,radio/TV,bad
35.0,male,2,own,unknown,unknown,1979.0,15,radio/TV,good
41.0,male,2,own,little,rich,2116.0,6,furniture/equipment,good
29.0,male,2,own,moderate,moderate,1437.0,9,car,bad
36.0,male,2,own,quite rich,unknown,4042.0,42,furniture/equipment,good
64.0,male,1,own,unknown,unknown,3832.0,9,education,good
28.0,female,2,own,little,little,3660.0,24,radio/TV,good
44.0,male,2,own,little,little,1553.0,18,furniture/equipment,bad
23.0,male,2,own,unknown,moderate,1444.0,15,radio/TV,good
19.0,female,2,rent,little,unknown,1980.0,9,furniture/equipment,bad
25.0,female,1,own,little,moderate,1355.0,24,car,bad
47.0,male,2,own,little,unknown,1393.0,12,education,good
28.0,female,2,own,quite rich,unknown,1376.0,24,radio/TV,good
21.0,male,2,own,little,unknown,7882.375,42,radio/TV,good
34.0,female,2,own,little,unknown,1493.0,12,radio/TV,good
26.0,male,2,own,little,little,4370.0,42,radio/TV,bad
27.0,female,0,own,little,little,750.0,18,education,bad
38.0,male,1,own,little,moderate,1308.0,15,repairs,good
40.0,male,3,own,moderate,unknown,4623.0,15,education,bad
33.0,male,2,own,little,unknown,1851.0,24,radio/TV,good
32.0,male,3,own,little,little,1880.0,18,radio/TV,good
27.0,male,2,rent,unknown,unknown,7882.375,36,business,bad
32.0,male,2,own,little,little,4583.0,30,furniture/equipment,good
26.0,female,2,own,quite rich,unknown,1386.0,12,car,bad
38.0,male,2,free,little,rich,947.0,24,car,bad
40.0,male,1,rent,little,little,684.0,12,education,bad
50.0,male,3,free,little,little,7476.0,42,education,good
37.0,male,1,own,little,moderate,1922.0,12,furniture/equipment,bad
45.0,male,2,own,little,little,2303.0,24,car,bad
42.0,male,3,own,moderate,moderate,7882.375,36,car,bad
35.0,male,2,own,little,unknown,2346.0,24,car,good
22.0,male,2,free,little,little,3973.0,14,car,good
41.0,male,1,own,little,moderate,888.0,12,car,bad
37.0,male,2,own,unknown,unknown,7882.375,42,radio/TV,good
28.0,female,2,own,little,moderate,4221.0,30,business,good
41.0,male,2,own,little,moderate,6361.0,18,furniture/equipment,good
23.0,male,2,rent,little,rich,1297.0,12,radio/TV,good
23.0,male,2,own,unknown,little,900.0,12,car,bad
50.0,male,2,own,little,unknown,2241.0,21,furniture/equipment,good
35.0,male,3,own,little,moderate,1050.0,6,furniture/equipment,good
50.0,female,1,own,little,rich,1047.0,6,education,good
27.0,male,3,own,little,unknown,6314.0,24,vacation/others,good
34.0,male,2,own,rich,moderate,3496.0,30,furniture/equipment,good
27.0,female,2,own,little,unknown,3609.0,42,business,good
43.0,male,2,rent,little,little,4843.0,12,car,bad
47.0,male,2,own,little,rich,3017.0,30,radio/TV,good
27.0,male,1,own,moderate,unknown,4139.0,24,business,good
31.0,male,2,own,moderate,unknown,5742.0,36,business,good
42.0,male,3,own,little,unknown,7882.375,42,car,good
24.0,male,2,own,quite rich,unknown,2080.0,6,car,good
41.0,male,1,own,quite rich,unknown,2580.0,21,business,bad
26.0,female,3,rent,little,unknown,4530.0,30,radio/TV,good
33.0,male,2,own,little,unknown,5150.0,24,furniture/equipment,good
24.0,male,2,own,moderate,moderate,5595.0,42,radio/TV,bad
64.0,male,1,rent,little,little,2384.0,24,radio/TV,good
26.0,female,2,own,little,unknown,1453.0,18,radio/TV,good
56.0,female,2,own,little,unknown,1538.0,6,education,good
37.0,male,2,free,unknown,unknown,2279.0,12,radio/TV,good
33.0,male,2,own,little,unknown,1478.0,15,radio/TV,good
47.0,male,2,free,little,unknown,5103.0,24,radio/TV,good
31.0,male,1,own,moderate,moderate,7882.375,36,business,good
34.0,male,2,free,unknown,unknown,6527.0,42,car,good
27.0,male,2,own,unknown,rich,1347.0,10,radio/TV,good
30.0,male,2,free,moderate,moderate,2862.0,36,car,good
35.0,male,2,own,moderate,unknown,2753.0,9,radio/TV,good
31.0,male,2,own,rich,little,3651.0,12,car,good
25.0,male,2,own,little,little,975.0,15,furniture/equipment,good
25.0,female,1,own,moderate,moderate,2631.0,15,repairs,good
29.0,male,2,own,moderate,moderate,2896.0,24,radio/TV,good
44.0,male,1,own,unknown,little,4716.0,6,car,good
28.0,male,2,own,little,unknown,2284.0,24,radio/TV,good
50.0,male,2,rent,quite rich,unknown,1236.0,6,car,good
29.0,male,2,own,little,moderate,1103.0,12,radio/TV,good
38.0,female,0,own,little,unknown,926.0,12,car,good
24.0,male,2,own,little,unknown,1800.0,18,radio/TV,good
40.0,male,3,rent,little,rich,1905.0,15,education,good
29.0,female,1,rent,quite rich,unknown,1123.0,12,furniture/equipment,bad
46.0,male,2,free,little,little,6331.0,42,car,bad
47.0,female,2,free,moderate,rich,1377.0,24,radio/TV,good
41.0,male,2,own,moderate,moderate,2503.0,30,business,good
32.0,female,2,own,little,moderate,2528.0,27,business,good
35.0,female,2,free,quite rich,unknown,5324.0,15,car,good
24.0,male,2,own,moderate,moderate,6560.0,42,car,bad
25.0,female,2,rent,little,moderate,2969.0,12,furniture/equipment,bad
25.0,female,2,own,little,moderate,1206.0,9,radio/TV,good
37.0,male,1,own,little,moderate,2118.0,9,radio/TV,good
32.0,male,3,own,quite rich,unknown,629.0,18,radio/TV,good
35.0,female,2,free,little,little,1198.0,6,education,bad
46.0,male,3,own,unknown,unknown,2476.0,21,car,good
25.0,male,1,own,little,little,1138.0,9,radio/TV,good
27.0,male,3,own,little,moderate,7882.375,42,car,bad
63.0,male,2,own,unknown,unknown,7596.0,30,car,good
40.0,male,2,own,unknown,unknown,3077.0,30,radio/TV,good
32.0,male,3,free,little,unknown,1505.0,18,radio/TV,good
31.0,male,2,own,unknown,rich,3148.0,24,radio/TV,good
31.0,male,2,own,moderate,moderate,6148.0,20,car,good
34.0,male,3,own,little,rich,1337.0,9,radio/TV,bad
24.0,female,2,rent,rich,moderate,433.0,6,education,bad
24.0,female,1,own,little,little,1228.0,12,car,bad
64.5,female,1,own,quite rich,moderate,790.0,9,radio/TV,good
21.0,female,2,rent,little,unknown,2570.0,27,car,bad
41.0,female,1,own,rich,unknown,250.0,6,car,good
47.0,male,1,own,quite rich,unknown,1316.0,15,radio/TV,good
25.0,female,2,rent,little,little,1882.0,18,radio/TV,bad
59.0,female,2,rent,little,moderate,6416.0,42,business,bad
36.0,male,2,own,rich,rich,1275.0,24,business,good
33.0,male,2,own,little,moderate,6403.0,24,radio/TV,good
21.0,male,1,rent,little,little,1987.0,24,radio/TV,bad
44.0,female,1,own,little,moderate,760.0,8,radio/TV,good
28.0,female,2,rent,rich,unknown,2603.0,24,car,good
37.0,female,2,own,little,unknown,3380.0,4,car,good
29.0,female,0,own,unknown,moderate,3990.0,36,domestic appliances,good
23.0,female,3,rent,little,moderate,7882.375,24,car,bad
35.0,male,1,own,moderate,little,4380.0,18,car,good
45.0,male,3,own,little,unknown,6761.0,6,car,good
26.0,female,1,rent,moderate,moderate,4280.0,30,business,bad
32.0,male,2,own,moderate,little,2325.0,24,car,good
23.0,male,1,own,little,moderate,1048.0,10,radio/TV,good
41.0,male,2,own,unknown,unknown,3160.0,21,radio/TV,good
22.0,male,2,own,quite rich,little,2483.0,24,furniture/equipment,good
30.0,male,3,own,unknown,little,7882.375,39,furniture/equipment,good
28.0,male,1,own,little,little,1797.0,13,business,good
23.0,female,2,rent,little,little,2511.0,15,car,good
37.0,female,1,own,little,little,1274.0,12,car,bad
26.0,male,2,own,unknown,unknown,5248.0,21,car,good
33.0,male,2,own,little,unknown,3029.0,15,car,good
49.0,female,2,own,little,little,428.0,6,furniture/equipment,good
23.0,female,1,own,little,little,976.0,18,car,bad
23.0,female,1,rent,moderate,moderate,841.0,12,business,good
25.0,female,2,own,little,unknown,5771.0,30,radio/TV,good
55.0,male,2,free,rich,unknown,1555.0,12,repairs,bad
32.0,female,2,rent,unknown,little,1285.0,24,car,bad
64.5,male,0,own,little,rich,1299.0,6,car,good
39.0,male,2,free,unknown,rich,1271.0,15,radio/TV,bad
31.0,male,2,own,little,unknown,1393.0,24,car,good
35.0,male,2,own,little,little,691.0,12,car,bad
59.0,female,2,own,unknown,unknown,5045.0,15,car,good
24.0,female,2,rent,little,little,2124.0,18,furniture/equipment,bad
24.0,male,1,own,little,little,2214.0,12,radio/TV,good
30.0,male,3,free,unknown,unknown,7882.375,21,car,bad
27.0,male,2,own,moderate,unknown,2463.0,24,car,good
40.0,male,1,own,little,moderate,1155.0,12,radio/TV,good
31.0,male,1,own,little,little,3108.0,30,furniture/equipment,bad
31.0,female,2,rent,unknown,unknown,2901.0,10,car,good
28.0,male,2,rent,little,moderate,3617.0,12,furniture/equipment,good
63.0,male,1,own,little,unknown,1655.0,12,radio/TV,good
26.0,female,2,rent,unknown,little,2812.0,24,car,good
25.0,female,3,own,little,little,7882.375,36,education,bad
36.0,male,3,own,little,unknown,3275.0,21,car,good
52.0,male,2,own,moderate,unknown,2223.0,24,radio/TV,good
64.5,male,0,free,quite rich,rich,1480.0,12,car,good
25.0,female,2,rent,unknown,little,1371.0,24,car,bad
37.0,male,2,own,little,unknown,3535.0,36,car,good
25.0,female,2,own,little,little,3509.0,18,radio/TV,good
38.0,male,3,own,rich,unknown,5711.0,36,car,good
64.5,female,2,own,little,moderate,3872.0,18,repairs,good
25.0,male,2,own,little,moderate,4933.0,39,radio/TV,bad
60.0,male,2,own,rich,unknown,1940.0,24,car,good
31.0,male,1,own,little,moderate,1410.0,12,education,good
23.0,female,1,own,moderate,moderate,836.0,12,car,bad
60.0,male,3,own,unknown,moderate,6468.0,20,car,good
35.0,male,1,own,rich,moderate,1941.0,18,business,good
40.0,male,2,own,quite rich,unknown,2675.0,22,radio/TV,good
38.0,male,2,own,unknown,unknown,2751.0,42,car,good
50.0,male,2,free,little,moderate,6224.0,42,education,bad
27.0,male,2,own,little,little,5998.0,40,education,bad
39.0,female,2,own,little,moderate,1188.0,21,business,bad
41.0,male,3,own,unknown,unknown,6313.0,24,car,good
27.0,male,2,own,unknown,unknown,1221.0,6,furniture/equipment,good
51.0,male,2,free,little,rich,2892.0,24,furniture/equipment,good
32.0,male,2,rent,quite rich,unknown,3062.0,24,furniture/equipment,good
22.0,female,2,rent,moderate,unknown,2301.0,9,furniture/equipment,good
51.0,male,2,free,unknown,little,7511.0,18,car,bad
22.0,female,1,rent,little,unknown,1258.0,12,furniture/equipment,good
54.0,male,2,own,unknown,unknown,717.0,24,car,good
35.0,male,0,own,unknown,moderate,1549.0,9,car,good
54.0,male,2,free,little,unknown,1597.0,24,education,good
48.0,female,1,rent,little,moderate,1795.0,18,radio/TV,good
24.0,female,2,own,little,little,4272.0,20,furniture/equipment,good
35.0,male,2,own,unknown,unknown,976.0,12,radio/TV,good
24.0,female,0,rent,unknown,moderate,7472.0,12,car,good
24.0,male,2,own,little,little,7882.375,36,car,bad
26.0,male,1,own,little,moderate,590.0,6,radio/TV,good
64.5,male,2,own,unknown,unknown,930.0,12,radio/TV,good
55.0,male,3,free,little,moderate,7882.375,42,car,good
26.0,female,0,rent,little,moderate,1778.0,15,car,bad
26.0,male,2,own,little,moderate,907.0,8,business,good
28.0,male,1,own,little,moderate,484.0,6,radio/TV,good
24.0,male,2,own,little,little,7882.375,36,car,bad
54.0,male,2,own,little,little,3051.0,42,domestic appliances,bad
46.0,male,2,free,little,little,3931.0,42,car,bad
54.0,female,2,rent,little,moderate,7432.0,36,car,good
62.0,male,2,own,quite rich,unknown,1338.0,6,domestic appliances,good
24.0,female,2,rent,little,unknown,1554.0,6,radio/TV,good
43.0,male,3,own,little,little,7882.375,36,vacation/others,good
26.0,male,2,own,little,little,1345.0,18,radio/TV,bad
27.0,male,2,own,little,unknown,1101.0,12,car,good
24.0,male,2,own,little,rich,3016.0,12,radio/TV,good
41.0,male,2,own,little,little,2712.0,36,furniture/equipment,bad
47.0,male,1,own,little,little,731.0,8,car,good
35.0,male,3,own,little,unknown,3780.0,18,furniture/equipment,good
30.0,male,2,own,little,little,1602.0,21,car,good
33.0,female,2,rent,little,little,3966.0,18,car,bad
36.0,male,2,own,little,unknown,4165.0,18,business,bad
47.0,male,2,free,unknown,little,7882.375,36,car,bad
38.0,male,2,free,unknown,moderate,6681.0,42,business,good
44.0,male,2,own,quite rich,unknown,2375.0,24,business,good
23.0,female,2,rent,little,little,1216.0,18,car,bad
29.0,male,2,rent,little,little,7882.375,42,business,bad
42.0,female,2,own,unknown,moderate,5084.0,24,radio/TV,good
25.0,female,1,own,little,rich,2327.0,15,radio/TV,bad
48.0,male,2,own,little,little,1082.0,12,car,bad
21.0,female,2,own,unknown,unknown,886.0,12,radio/TV,good
23.0,female,1,rent,little,unknown,601.0,4,furniture/equipment,good
63.0,male,2,own,little,little,2957.0,24,car,good
46.0,male,2,own,little,unknown,2611.0,24,radio/TV,good
29.0,male,2,own,little,little,5179.0,36,furniture/equipment,bad
28.0,male,1,own,little,unknown,2993.0,21,car,good
23.0,female,2,own,little,unknown,1943.0,18,repairs,bad
50.0,male,2,own,little,unknown,1559.0,24,business,good
47.0,male,2,own,little,unknown,3422.0,18,furniture/equipment,good
35.0,male,2,own,unknown,moderate,3976.0,21,furniture/equipment,good
64.5,male,2,rent,unknown,unknown,6761.0,18,car,bad
28.0,male,2,own,little,unknown,1249.0,24,car,good
59.0,male,2,own,little,little,1364.0,9,radio/TV,good
57.0,male,1,own,little,little,709.0,12,radio/TV,bad
33.0,male,2,rent,little,little,2235.0,20,car,bad
43.0,male,2,own,unknown,unknown,4042.0,24,car,good
35.0,male,2,free,little,unknown,1471.0,15,radio/TV,good
32.0,male,1,free,little,little,1442.0,18,car,bad
45.0,male,2,own,little,unknown,7882.375,36,car,good
33.0,male,2,own,moderate,unknown,1474.0,24,car,good
40.0,female,2,own,unknown,unknown,894.0,10,education,good
28.0,male,2,free,little,unknown,3343.0,15,furniture/equipment,good
29.0,female,2,own,little,little,3959.0,15,car,bad
26.0,male,2,rent,moderate,unknown,3577.0,9,car,good
27.0,male,2,own,rich,unknown,5804.0,24,car,good
28.0,male,2,own,little,unknown,2169.0,18,business,bad
35.0,female,2,own,little,little,2439.0,24,radio/TV,bad
32.0,male,1,own,rich,unknown,4526.0,27,furniture/equipment,good
25.0,male,1,rent,little,unknown,2210.0,10,furniture/equipment,bad
20.0,female,2,rent,quite rich,unknown,2221.0,15,furniture/equipment,good
27.0,female,2,own,little,little,2389.0,18,radio/TV,good
42.0,male,2,own,little,unknown,3331.0,12,furniture/equipment,good
37.0,male,2,own,unknown,unknown,7409.0,36,business,good
24.0,female,2,rent,little,little,652.0,12,furniture/equipment,good
40.0,female,2,own,quite rich,unknown,7678.0,36,furniture/equipment,good
46.0,male,2,own,little,rich,1343.0,6,car,good
26.0,male,2,own,moderate,little,1382.0,24,business,good
24.0,female,2,own,unknown,unknown,874.0,15,domestic appliances,good
29.0,male,1,own,little,little,3590.0,12,furniture/equipment,good
40.0,female,2,own,rich,moderate,1322.0,11,car,good
36.0,male,3,free,little,little,1940.0,18,radio/TV,good
28.0,male,2,own,little,unknown,3595.0,36,radio/TV,good
27.0,male,3,free,little,little,1422.0,9,car,bad
36.0,male,2,own,unknown,unknown,6742.0,30,radio/TV,good
38.0,male,3,own,little,unknown,7814.0,24,car,good
48.0,male,2,free,unknown,unknown,7882.375,24,car,good
36.0,male,2,own,unknown,moderate,2181.0,30,car,good
64.5,female,0,own,little,unknown,1098.0,18,radio/TV,good
43.0,male,2,own,little,moderate,4057.0,24,furniture/equipment,bad
53.0,female,2,own,little,little,795.0,12,education,bad
34.0,male,2,own,unknown,moderate,2825.0,24,business,good
23.0,male,2,own,little,moderate,7882.375,42,business,bad
34.0,male,3,own,little,unknown,6614.0,36,car,good
40.0,male,2,rent,unknown,unknown,7824.0,28,car,good
43.0,male,3,own,little,little,2442.0,27,business,good
46.0,male,2,own,little,unknown,1829.0,15,radio/TV,good
38.0,male,1,own,little,little,2171.0,12,car,good
34.0,male,2,own,little,moderate,5800.0,36,car,good
29.0,male,2,own,unknown,unknown,1169.0,18,radio/TV,good
31.0,male,3,own,unknown,unknown,7882.375,36,car,good
28.0,female,3,rent,little,little,2606.0,21,radio/TV,good
35.0,female,2,own,rich,unknown,1592.0,12,furniture/equipment,good
33.0,female,1,rent,unknown,unknown,2186.0,15,furniture/equipment,good
42.0,male,2,own,little,little,4153.0,18,furniture/equipment,bad
43.0,male,2,rent,little,little,2625.0,16,car,bad
44.0,male,2,own,unknown,unknown,3485.0,20,car,good
42.0,male,2,free,unknown,unknown,7882.375,36,car,good
40.0,male,2,rent,unknown,unknown,1386.0,15,radio/TV,good
36.0,male,3,own,little,unknown,1278.0,24,radio/TV,good
20.0,male,3,rent,little,little,1107.0,12,radio/TV,good
24.0,male,1,own,unknown,little,3763.0,21,car,good
27.0,male,2,own,unknown,moderate,3711.0,36,education,good
46.0,female,1,own,little,unknown,3594.0,15,car,good
33.0,female,1,own,unknown,moderate,3195.0,9,car,good
34.0,female,2,own,little,unknown,4454.0,36,radio/TV,good
25.0,female,1,own,little,moderate,4736.0,24,furniture/equipment,bad
25.0,female,2,own,unknown,moderate,2991.0,30,radio/TV,good
28.0,male,2,own,rich,unknown,2142.0,11,business,good
31.0,male,2,rent,little,little,3161.0,24,business,bad
32.0,female,3,own,little,moderate,7882.375,42,vacation/others,bad
32.0,male,2,own,moderate,unknown,2848.0,10,car,good
64.5,male,3,own,little,little,7882.375,6,car,bad
33.0,male,2,own,moderate,little,2359.0,24,furniture/equipment,bad
39.0,male,3,rent,little,little,3345.0,24,furniture/equipment,bad
28.0,female,2,own,little,unknown,1817.0,18,furniture/equipment,good
37.0,male,3,own,quite rich,unknown,7882.375,42,radio/TV,good
22.0,female,2,rent,little,little,1366.0,9,radio/TV,bad
30.0,male,2,rent,little,moderate,2002.0,12,car,good
55.0,male,2,own,little,little,6872.0,24,furniture/equipment,bad
46.0,male,2,own,little,little,697.0,12,car,bad
21.0,female,2,rent,little,little,1049.0,18,furniture/equipment,good
39.0,male,2,free,little,little,7882.375,42,car,bad
58.0,male,2,own,unknown,unknown,1867.0,30,radio/TV,good
43.0,male,1,own,little,little,1344.0,12,car,good
24.0,male,1,own,little,little,1747.0,24,furniture/equipment,good
